County,District,Existing in CIBAR,Police Department (Current CIBAR),Police Department (Expected),Department Match,Police Precinct,Police Station / Substation,Station Resolution Quality,Prosecutors Office (Current CIBAR),Prosecutors Office (Expected),District Court (Current CIBAR),District Court (Expected),Justice Match,Area Code (Current CIBAR),Area Code (Expected),Area Code Match,Confidence,Source / Notes
臺北市,中正區,no,臺北市政府警察局,臺北市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺北地方檢察署,臺灣臺北地方檢察署,臺灣臺北地方法院,臺灣臺北地方法院,yes,02,02,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,大安區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,烏日區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,大肚區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,龍井區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,霧峰區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,太平區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,大里區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺中市,和平區,no,臺中市政府警察局,臺中市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺中地方檢察署,臺灣臺中地方檢察署,臺灣臺中地方法院,臺灣臺中地方法院,yes,04,04,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,新營區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,鹽水區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,白河區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,柳營區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,後壁區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,東山區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,麻豆區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,下營區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,六甲區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,官田區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,大內區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,佳里區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,學甲區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,西港區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,七股區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,將軍區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,北門區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,新化區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,善化區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,新市區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,安定區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,山上區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,玉井區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,楠西區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,南化區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,左鎮區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,仁德區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,歸仁區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,關廟區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,龍崎區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,永康區,yes,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,東區,yes,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,南區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,北區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,安南區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,安平區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
臺南市,中西區,no,臺南市政府警察局,臺南市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣臺南地方檢察署,臺灣臺南地方檢察署,臺灣臺南地方法院,臺灣臺南地方法院,yes,06,06,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,鹽埕區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,鼓山區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,左營區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,楠梓區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,三民區,yes,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,新興區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,前金區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,苓雅區,yes,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,前鎮區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,旗津區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,小港區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,鳳山區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,林園區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,大寮區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,大樹區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,大社區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,仁武區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,鳥松區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣高雄地方檢察署,臺灣高雄地方法院,臺灣高雄地方法院,yes,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,岡山區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,橋頭區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,燕巢區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,田寮區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,阿蓮區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,路竹區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,湖內區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,茄萣區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,永安區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,彌陀區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,梓官區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
高雄市,旗山區,no,高雄市政府警察局,高雄市政府警察局,yes,unknown — not in CIBAR,unknown — no jurisdiction dataset,unknown,臺灣高雄地方檢察署,臺灣橋頭地方檢察署,臺灣高雄地方法院,臺灣橋頭地方法院,no,07,07,yes,A (division/department/area); X (precinct/station); A (listed justice exceptions),MOI/NPA/Judicial Yuan/NCC; see audit source register
